pair_id,program_id,java_id,python_id,language_a,language_b,code_a,code_b,label,pair_type,split,source,pair_label,program_id_a,program_id_b
TRAIN_POS_047957,5922,5922-Java-17,5922-Python-17,Java,Python,"Vector < pair > dimensions = new Vector < > ( ) ; dimensions . add ( new pair ( 3 , 5 ) ) ;","dimensions = [ [ 3 , 5 ] ] NEW_LINE",1,positive,train,XLCoST,1,,
TRAIN_POS_045560,5296,5296-Java-11,5296-Python-11,Java,Python,brr . add ( arr [ i ] ) ; },brr . append ( arr [ i ] ) NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_NEG_002211,,7620-Java-9,7680-Python-3,Java,Python,"dfs ( neighbour . substring ( 1 ) , D ) ; ans . append ( x ) ; } } } public static String reqString ( int N , int D ) {","freq = { } NEW_LINE for i in range ( len ( str3 ) ) : NEW_LINE INDENT if ( freq . get ( str3 [ i ] ) == None ) : NEW_LINE INDENT freq [ str3 [ i ] ] = 1 NEW_LINE DEDENT else : NEW_LINE INDENT freq . get ( str3 [ i ] , 1 ) NEW_LINE DEDENT DEDENT",0,negative,train,XLCoST_constructed,0,7620,7680
TRAIN_NEG_001669,,4652-Java-20,3435-Python-12,Java,Python,Node temp = new Node ( ) ;,numLevels = len ( levelMin ) NEW_LINE,0,negative,train,XLCoST_constructed,0,4652,3435
TRAIN_NEG_002436,,4526-Java-3,4060-Python-11,Java,Python,int closestSum = Integer . MAX_VALUE ;,"if __name__ == "" _ _ main _ _ "" : NEW_LINE INDENT arr = [ Interval ( 2 , 6 ) , Interval ( 4 , 7 ) ] NEW_LINE n = len ( arr ) NEW_LINE query = [ 5 , 8 ] NEW_LINE q = len ( query ) NEW_LINE DEDENT",0,negative,train,XLCoST_constructed,0,4526,4060
TRAIN_POS_058939,10324,10324-Java-3,10324-Python-3,Java,Python,static int [ ] prefix = new int [ 1000001 ] ;,prefix = [ 0 ] * ( 1000001 ) NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_NEG_001410,,9792-Java-17,9028-Python-3,Java,Python,res = reverse ( res ) ; return res ; },"if __name__ == "" _ _ main _ _ "" : NEW_LINE INDENT S = 10 NEW_LINE print ( findDiagonal ( S ) ) NEW_LINE DEDENT",0,negative,train,XLCoST_constructed,0,9792,9028
TRAIN_NEG_002086,,4449-Java-2,3849-Python-5,Java,Python,"static boolean checkIsAP ( double arr [ ] , int n ) {",for j in range ( len ( s ) ) : NEW_LINE INDENT freq [ ord ( s [ j ] ) - ord ( ' a ' ) ] += 1 NEW_LINE DEDENT,0,negative,train,XLCoST_constructed,0,4449,3849
TRAIN_POS_005200,8804,8804-Java-3,8804-Python-3,Java,Python,for ( int i = 0 ; i < len ; i ++ ) {,for i in range ( length ) : NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_POS_033324,2328,2328-Java-9,2328-Python-9,Java,Python,if ( up == null ) c . add ( - 1 ) ;,if up == n : NEW_LINE INDENT c . append ( - 1 ) NEW_LINE DEDENT,1,positive,train,XLCoST,1,,
TRAIN_POS_061168,10930,10930-Java-3,10930-Python-3,Java,Python,while ( n % 2 == 0 ) { count ++ ; n /= 2 ; },while ( n % 2 == 0 ) : NEW_LINE INDENT count += 1 ; NEW_LINE n /= 2 ; NEW_LINE DEDENT,1,positive,train,XLCoST,1,,
TRAIN_POS_024391,8132,8132-Java-4,8132-Python-4,Java,Python,static boolean isPalindrome ( String r ) { String p = r ;,def isPalindrome ( r ) : NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_NEG_000711,,12433-Java-1,6657-Python-5,Java,Python,import java . io . * ; import java . util . * ; class GFG { static void reverseorder ( int n ) {,def printGolomb ( n ) : NEW_LINE,0,negative,train,XLCoST_constructed,0,12433,6657
TRAIN_POS_032097,1938,1938-Java-6,1938-Python-6,Java,Python,for ( int i = 2 ; i <= N ; i ++ ) { prev_countB = countB ; prev_countS = countS ; countS = prev_countB + prev_countS ; countB = prev_countS ; },"for i in range ( 2 , N + 1 ) : NEW_LINE INDENT prev_countB = countB NEW_LINE prev_countS = countS NEW_LINE countS = prev_countB + prev_countS NEW_LINE countB = prev_countS NEW_LINE DEDENT",1,positive,train,XLCoST,1,,
TRAIN_POS_009412,3512,3512-Java-10,3512-Python-10,Java,Python,s += BITree [ C - ' a ' ] [ index ] ;,s += BITree [ ord ( C ) - ord ( ' a ' ) ] [ index ] NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_NEG_001999,,6320-Java-6,6491-Python-6,Java,Python,"dp [ i ] [ r ] = findCnt ( s , i + 1 , ( r * 2 + ( s . charAt ( i ) - '0' ) ) % 3 ) + findCnt ( s , i + 1 , r ) ; return dp [ i ] [ r ] ; }",dp [ i ] [ 0 ] = ( cnt0 * dp [ i - 1 ] [ 0 ] + cnt1 * dp [ i - 1 ] [ 1 ] ) NEW_LINE,0,negative,train,XLCoST_constructed,0,6320,6491
TRAIN_NEG_000159,,2192-Java-4,3401-Python-15,Java,Python,int maxRight = arr [ n - 1 ] ; for ( int i = n - 2 ; i >= 0 ; i -- ) { if ( arr [ i ] > maxRight ) maxRight = arr [ i ] ; else { int diff = maxRight - arr [ i ] ; if ( diff > maxDiff ) { maxDiff = diff ; } } } return maxDiff ; },print ( minDeletion ( str ) ) NEW_LINE,0,negative,train,XLCoST_constructed,0,2192,3401
TRAIN_POS_046812,5563,5563-Java-4,5563-Python-4,Java,Python,"public static void main ( String [ ] args ) { int n = 3 ; int arr [ ] = { 3 , 2 , 1 } ; System . out . print ( findLCS ( arr , n ) ) ; } }","n = 3 NEW_LINE arr = [ 3 , 2 , 1 ] NEW_LINE print ( findLCS ( arr , n ) ) NEW_LINE",1,positive,train,XLCoST,1,,
TRAIN_NEG_002401,,7680-Java-3,7356-Python-4,Java,Python,"HashMap < Character , Integer > freq = new HashMap < > ( ) ; for ( int i = 0 ; i < str3 . length ( ) ; i ++ ) { if ( freq . containsKey ( str3 . charAt ( i ) ) ) freq . put ( str3 . charAt ( i ) , freq . get ( str3 . charAt ( i ) ) + 1 ) ; else freq . put ( str3 . charAt ( i ) , 1 ) ; }",if ( dp [ N ] [ M ] != 0 ) : NEW_LINE INDENT return dp [ N ] [ M ] ; NEW_LINE DEDENT,0,negative,train,XLCoST_constructed,0,7680,7356
TRAIN_POS_075575,4183,4183-Java-3,4183-Python-3,Java,Python,if ( i >= N - 1 ) return A [ N - 1 ] ;,if ( i >= N - 1 ) : NEW_LINE INDENT return A [ N - 1 ] ; NEW_LINE DEDENT,1,positive,train,XLCoST,1,,
TRAIN_NEG_002804,,4561-Java-5,3849-Python-5,Java,Python,"long ans = powmod ( 2 , n - 1 ) ;",for j in range ( len ( s ) ) : NEW_LINE INDENT freq [ ord ( s [ j ] ) - ord ( ' a ' ) ] += 1 NEW_LINE DEDENT,0,negative,train,XLCoST_constructed,0,4561,3849
TRAIN_NEG_002571,,3551-Java-6,422-Python-4,Java,Python,static String findString ( String [ ] s ) {,def shortestpath ( dp ) : NEW_LINE,0,negative,train,XLCoST_constructed,0,3551,422
TRAIN_POS_024022,7666,7666-Java-5,7666-Python-5,Java,Python,if ( flag1 == 0 && counts . get ( s . charAt ( indices . get ( i ) ) ) > 1 ) {,if ( ~ flag1 and counts [ s [ indices [ i ] ] ] > 1 ) : NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_POS_064585,11113,11113-Java-3,11113-Python-3,Java,Python,int res = 0 ; int i = 0 ;,res = 0 ; NEW_LINE i = 0 ; NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_NEG_002480,,8109-Java-4,11285-Python-3,Java,Python,for ( int i = 0 ; i < N ; ++ i ) { if ( Character . isDigit ( S . charAt ( i ) ) ) { size = size * ( S . charAt ( i ) - '0' ) ; } else { size += 1 ; } },"for i in range ( 1 , 1001 , 1 ) : NEW_LINE INDENT mul = ( 2 * i ) - 1 NEW_LINE cal = pow ( num , mul ) NEW_LINE cal = cal / mul NEW_LINE sum = sum + cal NEW_LINE DEDENT sum = 2 * sum NEW_LINE return sum NEW_LINE",0,negative,train,XLCoST_constructed,0,8109,11285
TRAIN_NEG_001380,,7433-Java-18,5889-Python-8,Java,Python,"public static void main ( String [ ] args ) { String S = ""1729"" ; checkDFA ( S ) ; } }","if ( dp [ i - 1 ] [ j ] != - 1 ) : NEW_LINE INDENT dp [ i ] [ j ] = max ( dp [ i ] [ j ] , dp [ i - 1 ] [ j ] ) NEW_LINE DEDENT",0,negative,train,XLCoST_constructed,0,7433,5889
TRAIN_NEG_000951,,4515-Java-3,5338-Python-6,Java,Python,int [ ] arr1 = new int [ MAX + 1 ] ;,"prefix = [ 0 ] * n NEW_LINE x = 0 NEW_LINE for i in range ( n ) : NEW_LINE INDENT x ^= arr [ i ] NEW_LINE prefix [ i ] = x NEW_LINE DEDENT for i in range ( m ) : NEW_LINE INDENT queryResult ( prefix , Q [ i ] ) NEW_LINE DEDENT",0,negative,train,XLCoST_constructed,0,4515,5338
TRAIN_NEG_002489,,13193-Java-3,3244-Python-10,Java,Python,public static void main ( String args [ ] ) { int n = 3 ; System . out . println ( findStarNum ( n ) ) ; } },replaceDuplicates ( str1 ) NEW_LINE,0,negative,train,XLCoST_constructed,0,13193,3244
TRAIN_POS_075091,3770,3770-Java-3,3770-Python-3,Java,Python,"static int subMatrixSum ( int i , int j , int len ) { return prefix_2D [ i ] [ j ] - prefix_2D [ i ] [ j - len ] - prefix_2D [ i - len ] [ j ] + prefix_2D [ i - len ] [ j - len ] ; }","def subMatrixSum ( i , j , length ) : NEW_LINE INDENT return ( prefix_2D [ i ] [ j ] - prefix_2D [ i ] [ j - length ] - prefix_2D [ i - length ] [ j ] + prefix_2D [ i - length ] [ j - length ] ) NEW_LINE DEDENT",1,positive,train,XLCoST,1,,
TRAIN_NEG_001624,,10872-Java-5,8891-Python-5,Java,Python,static int isFibonacci ( int n ) {,"for _ in range ( 1 , n + 1 ) : NEW_LINE INDENT if visited [ _ ] : NEW_LINE INDENT continue NEW_LINE DEDENT DEDENT",0,negative,train,XLCoST_constructed,0,10872,8891
TRAIN_NEG_002109,,5748-Java-10,5626-Python-6,Java,Python,kruskalMST ( cost ) ; } },"if __name__ == "" _ _ main _ _ "" : NEW_LINE INDENT A = [ 1 , 3 , 7 , 15 , 31 ] ; NEW_LINE n = len ( A ) ; NEW_LINE if ( CheckForSequence ( A , n , 18 ) ) : NEW_LINE INDENT print ( True ) NEW_LINE DEDENT else : NEW_LINE INDENT print ( False ) NEW_LINE DEDENT DEDENT",0,negative,train,XLCoST_constructed,0,5748,5626
TRAIN_POS_030020,634,634-Java-10,634-Python-10,Java,Python,Node head = null ;,head = None NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_NEG_000521,,85-Java-3,8936-Python-6,Java,Python,"static public NodeTemp addSibling ( NodeTemp node , int data ) { if ( node == null ) return null ; while ( node . next != null ) node = node . next ; return ( node . next = new NodeTemp ( data ) ) ; }",if ( lazy [ si ] != 0 ) : NEW_LINE,0,negative,train,XLCoST_constructed,0,85,8936
TRAIN_NEG_002282,,13191-Java-1,6660-Python-13,Java,Python,static long factorial ( int n ) { long M = 1000000007 ; long f = 1 ; for ( int i = 1 ; i <= n ; i ++ ),v = { } NEW_LINE for i in range ( n + 1 ) : NEW_LINE INDENT v [ i ] = [ ] NEW_LINE DEDENT,0,negative,train,XLCoST_constructed,0,13191,6660
TRAIN_POS_026182,3023,3023-Java-5,3023-Python-5,Java,Python,"int l = nums . length - 1 , r = nums . length ;","l , r = len ( nums ) - 1 , len ( nums ) NEW_LINE",1,positive,train,XLCoST,1,,
TRAIN_NEG_002000,,6440-Java-9,2989-Python-6,Java,Python,"public static void main ( String args [ ] ) { int arr [ ] = { 12 , 9 , 7 , 33 } ; int n = arr . length ; System . out . println ( maxSum ( arr , 0 , n ) ) ; } }",a . data *= - 1 NEW_LINE,0,negative,train,XLCoST_constructed,0,6440,2989
TRAIN_POS_071848,13851,13851-Java-2,13851-Python-2,Java,Python,static int countSetBits ( int n ) { int count = 0 ; while ( n != 0 ) { n &= ( n - 1 ) ; count ++ ; } return count ; },def countSetBits ( n ) : NEW_LINE INDENT count = 0 NEW_LINE while ( n ) : NEW_LINE INDENT n = n & ( n - 1 ) NEW_LINE count = count + 1 NEW_LINE DEDENT return count NEW_LINE DEDENT,1,positive,train,XLCoST,1,,
TRAIN_POS_007519,13121,13121-Java-7,13121-Python-7,Java,Python,for ( int i = 0 ; i < v . size ( ) ; i ++ ) { int temp = arr [ 0 ] % v . get ( i ) ;,for i in range ( len ( v ) ) : NEW_LINE INDENT temp = arr [ 0 ] % v [ i ] ; NEW_LINE DEDENT,1,positive,train,XLCoST,1,,
TRAIN_POS_044027,4985,4985-Java-7,4985-Python-7,Java,Python,if ( cnt == mul ) {,if ( cnt == mul ) : NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_NEG_001081,,5339-Java-7,882-Python-3,Java,Python,"int a [ ] = { 1 , 2 , 1 , 5 , 0 , 7 , - 6 } ; int n = a . length ;","for i in range ( l , n + 1 ) : NEW_LINE INDENT stk . append ( a [ k ] [ i ] ) NEW_LINE DEDENT k += 1 NEW_LINE",0,negative,train,XLCoST_constructed,0,5339,882
TRAIN_NEG_002196,,4680-Java-1,11768-Python-7,Java,Python,"import java . util . Arrays ; public class Demo { public static void substringSort ( String [ ] arr , int n , int maxLen ) { int count [ ] = new int [ maxLen ] ; String [ ] sortedArr = new String [ maxLen ] ; Arrays . fill ( count , 0 ) ; Arrays . fill ( sortedArr , "" "" ) ;","if ( sum != n ) : NEW_LINE INDENT print ( "" Impossible "" ) NEW_LINE DEDENT",0,negative,train,XLCoST_constructed,0,4680,11768
TRAIN_POS_035561,2802,2802-Java-3,2802-Python-3,Java,Python,F [ 1 ] = 2 ;,F [ 1 ] = 2 ; NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_NEG_000593,,8595-Java-10,8720-Python-3,Java,Python,"else { ans += f ( i , 0 , s , memoize ) ; } } return ans ; }","def findMinInsert ( str , n ) : NEW_LINE",0,negative,train,XLCoST_constructed,0,8595,8720
TRAIN_NEG_000131,,5777-Java-3,2384-Python-8,Java,Python,static int rd [ ] = new int [ 1100 ] ;,"arr = [ - 1 , 9 , 4 , 5 , - 4 , 7 ] NEW_LINE n = len ( arr ) NEW_LINE print ( findSum ( arr , n ) ) NEW_LINE",0,negative,train,XLCoST_constructed,0,5777,2384
TRAIN_POS_011567,1594,1594-Java-8,1594-Python-8,Java,Python,else { i ++ ; arr [ i ] += arr [ i - 1 ] ; ans ++ ; } } return ans ; },else : NEW_LINE INDENT i += 1 NEW_LINE arr [ i ] += arr [ i - 1 ] NEW_LINE ans += 1 NEW_LINE DEDENT return ans NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_NEG_002709,,8844-Java-19,3817-Python-5,Java,Python,"public static void main ( String [ ] args ) { int srcX = 5 , srcY = 8 ; int destX = 83 , destY = 21 ;",for x in mp : NEW_LINE INDENT element = x NEW_LINE frequency = mp [ x ] NEW_LINE if ( frequency % 4 == 0 ) : NEW_LINE INDENT continue NEW_LINE DEDENT if ( frequency % 4 == 1 ) : NEW_LINE DEDENT,0,negative,train,XLCoST_constructed,0,8844,3817
TRAIN_POS_021082,5368,5368-Java-2,5368-Python-2,Java,Python,static void find ( int n ) {,def find ( n ) : NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_NEG_000018,,7879-Java-8,13562-Python-3,Java,Python,public static void print_set ( ) { for ( String s : stringSet ) System . out . println ( s ) ; },"def printSequencesRecur ( arr , n , k , index ) : NEW_LINE INDENT if ( k == 0 ) : NEW_LINE INDENT printArray ( arr , index ) ; NEW_LINE DEDENT if ( k > 0 ) : NEW_LINE INDENT for i in range ( 1 , n + 1 ) : NEW_LINE INDENT arr [ index ] = i ; NEW_LINE printSequencesRecur ( arr , n , k - 1 , index + 1 ) ; NEW_LINE DEDENT DEDENT DEDENT",0,negative,train,XLCoST_constructed,0,7879,13562
TRAIN_POS_025611,12221,12221-Java-9,12221-Python-9,Java,Python,"double mid1 = low + ( high - low ) / 3 ; double mid2 = high - ( high - low ) / 3 ; double dist1 = compute ( p , n , l , mid1 ) ; double dist2 = compute ( p , n , l , mid2 ) ;","mid1 = low + ( high - low ) / 3 NEW_LINE mid2 = high - ( high - low ) / 3 NEW_LINE dist1 = self . compute ( p , n , l , mid1 ) NEW_LINE dist2 = self . compute ( p , n , l , mid2 ) NEW_LINE",1,positive,train,XLCoST,1,,
TRAIN_NEG_000831,,7878-Java-7,3637-Python-14,Java,Python,if ( freq1 [ i ] == 0 ) continue ; boolean found = false ;,s . pop ( ) NEW_LINE for i in range ( n ) : NEW_LINE for it in adj [ i ] : NEW_LINE INDENT first = 0 if i not in pos else pos [ i ] NEW_LINE second = 0 if it not in pos else pos [ it ] NEW_LINE DEDENT,0,negative,train,XLCoST_constructed,0,7878,3637
TRAIN_POS_050416,6602,6602-Java-13,6602-Python-13,Java,Python,"dp [ 1 ] [ 0 ] = 3 ; dp [ 0 ] [ 1 ] = 3 ; dp [ 1 ] [ 1 ] = 2 ; dp [ 2 ] [ 0 ] = 2 ; dp [ 0 ] [ 2 ] = 2 ; dp [ 2 ] [ 1 ] = 1 ; dp [ 1 ] [ 2 ] = 1 ; ans = getsteps ( x , y , tx , ty ) ; } System . out . println ( ans ) ; } }","dp [ 1 ] [ 0 ] = 3 ; NEW_LINE dp [ 0 ] [ 1 ] = 3 ; NEW_LINE dp [ 1 ] [ 1 ] = 2 ; NEW_LINE dp [ 2 ] [ 0 ] = 2 ; NEW_LINE dp [ 0 ] [ 2 ] = 2 ; NEW_LINE dp [ 2 ] [ 1 ] = 1 ; NEW_LINE dp [ 1 ] [ 2 ] = 1 ; NEW_LINE ans = getsteps ( x , y , tx , ty ) ; NEW_LINE print ( ans ) ; NEW_LINE",1,positive,train,XLCoST,1,,
TRAIN_POS_072698,5547,5547-Java-9,5547-Python-9,Java,Python,"if ( visited [ i ] == 0 ) { int comHeight ; comHeight = height ( i , adj , visited ) ; groups = Math . max ( groups , comHeight ) ; } }","if ( visited [ i ] == 0 ) : NEW_LINE INDENT comHeight = height ( i , adj , visited ) NEW_LINE groups = max ( groups , comHeight ) NEW_LINE DEDENT",1,positive,train,XLCoST,1,,
TRAIN_POS_062421,9681,9681-Java-11,9681-Python-11,Java,Python,return minElement ; },return minElement ; NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_NEG_000893,,5096-Java-12,5614-Python-21,Java,Python,cntZero ++ ; } },N = 2 NEW_LINE,0,negative,train,XLCoST_constructed,0,5096,5614
TRAIN_NEG_002847,,2774-Java-12,1631-Python-4,Java,Python,if ( midPal . length ( ) < y . length ( ) ) { midPal = y ; } } },"arr1 = [ 7 , 1 , 5 , 2 , 3 , 6 ] NEW_LINE arr2 = [ 3 , 8 , 6 , 20 , 7 ] NEW_LINE n1 = len ( arr1 ) NEW_LINE n2 = len ( arr2 ) NEW_LINE",0,negative,train,XLCoST_constructed,0,2774,1631
TRAIN_NEG_000878,,13021-Java-3,12618-Python-7,Java,Python,"int mul = ( int ) Math . pow ( a , b ) ; int ans = mul / x ;","arr = [ 10 , 15 , 15 , 17 , 18 , 21 ] NEW_LINE n = len ( arr ) NEW_LINE print ( meanAbsoluteDeviation ( arr , n ) ) NEW_LINE",0,negative,train,XLCoST_constructed,0,13021,12618
TRAIN_POS_075923,4567,4567-Java-9,4567-Python-9,Java,Python,public static void main ( String [ ] args ) {,if __name__ == ' _ _ main _ _ ' : NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_NEG_002607,,11771-Java-4,9262-Python-3,Java,Python,if ( mid * mid < num ) { left = mid + 1 ; },"P = 3 NEW_LINE B = 4 NEW_LINE H = 5 NEW_LINE print ( area_inscribed ( P , B , H ) ) NEW_LINE",0,negative,train,XLCoST_constructed,0,11771,9262
TRAIN_NEG_001281,,2815-Java-2,1645-Python-4,Java,Python,"static void checkEvenOdd ( int [ ] arr , int n ) { for ( int i = 0 ; i < n ; i ++ ) {",elif arr [ r ] - arr [ l ] > k : NEW_LINE INDENT l += 1 NEW_LINE DEDENT else : NEW_LINE INDENT r += 1 NEW_LINE DEDENT return count NEW_LINE,0,negative,train,XLCoST_constructed,0,2815,1645
TRAIN_POS_076789,5485,5485-Java-11,5485-Python-11,Java,Python,for ( int child : v [ node ] ) {,for child in v [ node ] : NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_POS_053099,7597,7597-Java-6,7597-Python-6,Java,Python,return 0 ; },return False NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_NEG_001631,,12669-Java-4,888-Python-5,Java,Python,return 2 ; },num = 1 NEW_LINE while temp < n : NEW_LINE INDENT if temp + i <= n : NEW_LINE INDENT ans += i * num NEW_LINE DEDENT else : NEW_LINE INDENT ans += ( n - temp ) * num NEW_LINE DEDENT temp += i NEW_LINE num += 1 NEW_LINE DEDENT return ans NEW_LINE,0,negative,train,XLCoST_constructed,0,12669,888
TRAIN_POS_005844,9587,9587-Java-2,9587-Python-2,Java,Python,"static void predictTheWinner ( int K , int N ) { if ( N % ( K + 1 ) == 0 ) System . out . println ( "" Bob "" ) ; else System . out . println ( "" Alice "" ) ; }","def predictTheWinner ( K , N ) : NEW_LINE INDENT if ( N % ( K + 1 ) == 0 ) : NEW_LINE INDENT print ( "" Bob "" ) NEW_LINE DEDENT else : NEW_LINE INDENT print ( "" Alice "" ) NEW_LINE DEDENT DEDENT",1,positive,train,XLCoST,1,,
TRAIN_NEG_002677,,11280-Java-12,2796-Python-7,Java,Python,i ++ ; j -- ; if ( j < 0 ) { j = i ; i = 0 ; } } },"mul = [ 0 ] * ( n + 1 ) ; NEW_LINE div = [ 0 ] * ( n + 1 ) ; NEW_LINE for i in range ( n + 1 ) : NEW_LINE INDENT mul [ i ] = div [ i ] = 1 ; NEW_LINE DEDENT update ( 0 , 1 , 10 , mul , div ) ; NEW_LINE update ( 1 , 3 , 20 , mul , div ) ; NEW_LINE update ( 2 , 2 , 2 , mul , div ) ; NEW_LINE initialize ( mul , div , n + 1 ) ; NEW_LINE printArray ( ar , mul , div , n ) ; NEW_LINE",0,negative,train,XLCoST_constructed,0,11280,2796
TRAIN_POS_073424,9598,9598-Java-3,9598-Python-3,Java,Python,int count = 0 ;,INDENT count = 0 NEW_LINE DEDENT,1,positive,train,XLCoST,1,,
TRAIN_NEG_000130,,11548-Java-4,4918-Python-7,Java,Python,float R = ( float ) ( ( h * r * Math . sqrt ( 2 ) ) / ( h + Math . sqrt ( 2 ) * r ) ) / 2 ; return R ; },i = 0 NEW_LINE j = 1 NEW_LINE k = 2 NEW_LINE,0,negative,train,XLCoST_constructed,0,11548,4918
TRAIN_NEG_001099,,2427-Java-8,6186-Python-4,Java,Python,public void push ( int new_data ) {,dp [ 0 ] = dp [ 1 ] = 1 NEW_LINE,0,negative,train,XLCoST_constructed,0,2427,6186
TRAIN_POS_037427,3207,3207-Java-5,3207-Python-5,Java,Python,int freq [ ] = new int [ Max - Min + 1 ] ;,freq = [ 0 ] * ( Max - Min + 1 ) NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_NEG_000649,,5893-Java-2,8325-Python-6,Java,Python,"static int largestCommonSubarray ( int [ ] [ ] arr , int n , int m ) {",pa = pb = 0 NEW_LINE,0,negative,train,XLCoST_constructed,0,5893,8325
TRAIN_POS_000832,10733,10733-Java-3,10733-Python-3,Java,Python,while ( n > 0 ) { m = n % 10 ; sum = sum + m ; n = n / 10 ; },while ( n > 0 ) : NEW_LINE INDENT m = n % 10 ; NEW_LINE sum = sum + m ; NEW_LINE n = n // 10 NEW_LINE DEDENT,1,positive,train,XLCoST,1,,
TRAIN_POS_025750,12519,12519-Java-2,12519-Python-2,Java,Python,static double calculateProbability ( int N ) {,def calculateProbability ( N ) : NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_POS_064770,11177,11177-Java-2,11177-Python-2,Java,Python,"static boolean isPossible ( int x , int y , int k ) {","def isPossible ( x , y , k ) : NEW_LINE",1,positive,train,XLCoST,1,,
TRAIN_NEG_000794,,2340-Java-6,9953-Python-8,Java,Python,int ans = 0 ;,possible = 0 NEW_LINE break NEW_LINE,0,negative,train,XLCoST_constructed,0,2340,9953
TRAIN_POS_008172,14041,14041-Java-3,14041-Python-3,Java,Python,int maxLen = 0 ;,maxLen = 0 ; NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_POS_073700,2911,2911-Java-15,2911-Python-15,Java,Python,"System . out . println ( Minimum ( N , K ) ) ; } }","print ( Minimum ( N , K ) ) NEW_LINE",1,positive,train,XLCoST,1,,
TRAIN_POS_015147,12562,12562-Java-7,12562-Python-7,Java,Python,"static public void main ( String [ ] args ) { int [ ] [ ] a = { { 1 , 0 , 0 } , { 0 , 1 , 0 } , { 0 , 0 , 1 } } ; if ( isOrthogonal ( a , 3 , 3 ) ) System . out . println ( "" Yes "" ) ; else System . out . println ( "" No "" ) ; } }","a = [ [ 1 , 0 , 0 ] , [ 0 , 1 , 0 ] , [ 0 , 0 , 1 ] ] NEW_LINE if ( isOrthogonal ( a , 3 , 3 ) ) : NEW_LINE INDENT print ( "" Yes "" ) NEW_LINE DEDENT else : NEW_LINE INDENT print ( "" No "" ) NEW_LINE DEDENT",1,positive,train,XLCoST,1,,
TRAIN_POS_065147,11280,11280-Java-12,11280-Python-12,Java,Python,i ++ ; j -- ; if ( j < 0 ) { j = i ; i = 0 ; } } },i += 1 NEW_LINE j -= 1 NEW_LINE if ( j < 0 ) : NEW_LINE INDENT j = i ; NEW_LINE i = 0 ; NEW_LINE DEDENT,1,positive,train,XLCoST,1,,
TRAIN_NEG_001595,,8336-Java-1,6353-Python-13,Java,Python,import java . io . * ; import java . util . * ; class GFG {,"for i in range ( n ) : NEW_LINE INDENT tu = ( start [ i ] , end [ i ] ) NEW_LINE points . append ( tu ) NEW_LINE DEDENT",0,negative,train,XLCoST_constructed,0,8336,6353
TRAIN_POS_056753,8968,8968-Java-5,8968-Python-5,Java,Python,"double e = 0.0000001 ; while ( true ) { double mid = ( start + end ) / 2 ; double error = diff ( n , mid ) ;","e = 0.0000001 NEW_LINE while ( True ) : NEW_LINE INDENT mid = ( start + end ) / 2 NEW_LINE error = diff ( n , mid ) NEW_LINE DEDENT",1,positive,train,XLCoST,1,,
TRAIN_POS_056119,8730,8730-Java-9,8730-Python-9,Java,Python,"public static void main ( String [ ] args ) { String [ ] [ ] arr = { { "" you "" , "" we "" , "" "" } , { "" have "" , "" are "" , "" "" } , { "" sleep "" , "" eat "" , "" drink "" } } ; print ( arr ) ; } }","arr = [ [ "" you "" , "" we "" , "" "" ] , [ "" have "" , "" are "" , "" "" ] , [ "" sleep "" , "" eat "" , "" drink "" ] ] NEW_LINE printf ( arr ) NEW_LINE",1,positive,train,XLCoST,1,,
TRAIN_NEG_002099,,3094-Java-9,2789-Python-16,Java,Python,if ( dpj != null ),if ( a [ i ] < D ) : NEW_LINE INDENT res += ' A ' ; NEW_LINE DEDENT,0,negative,train,XLCoST_constructed,0,3094,2789
TRAIN_POS_053909,7837,7837-Java-12,7837-Python-12,Java,Python,for ( int i = 0 ; i < n ; i ++ ) {,for i in range ( n ) : NEW_LINE,1,positive,train,XLCoST,1,,
